id,city,office,candidate,party,topics,summary,policy_argument,concrete_proposals,related_statements,published_date,source_title,source_url,source_type,last_verified,correction_log,related_sources,policy_argument_sources,concrete_proposal_sources,related_statement_sources
candidate-ntpc-councilor-chen-yu-chieh-001,新北市,縣市議員,陳語倢,台灣民眾黨,文化觀光|文化產業與文創|地方文化與社區營造,提出整合北海岸觀光網、提升旅遊文化體驗，並以青年創業與社區文創活化地方特色。,以文化觀光串連地方產業、青年創業與社區文創亮點。,整合北海岸觀光網。||提升旅遊文化體驗。||輔導青年創業與新產業。||活化社區文創亮點。,主張以北海岸觀光與文創帶動地方發展。,2026-09-09,台灣民眾黨｜陳語倢,https://www.tpp.org.tw/election2026/candidatedetail.php?cid=161,政黨候選人頁,2026-09-14,2026-09-14｜由舊審核資料遷入。,,,,
candidate-khh-councilor-hsueh-chao-chi-001,高雄市,縣市議員,薛兆基,台灣前進,文化觀光|宗教文化|多元語言,主張串連半屏山、孔廟、蓮池潭與大小龜山，打造兼具宗教文化、夜間景觀與雙語導覽的文化觀光路線。,以低擾民的燈光營造、交通改善與雙語導覽，提升傳統宗教景點的文化旅遊體驗。,串連半屏山、孔廟、蓮池潭與大小龜山的夜間觀光路線。||於傳統宗教特色區進行低擾民燈光營造。||改善停車、交通、環境衛生及雙語導覽設施。,以宗教文化景點串聯夜間觀光。,2026-09-08,薛兆基｜台灣前進・市議員候選人｜台灣前進,https://taiwangogo.tw/hsueh-chao-chi/,候選人頁,2026-09-14,2026-09-14｜由舊審核資料遷入。,,,,
candidate-hualien-mayor-wei-chia-hsien-002,花蓮縣,縣市長,魏嘉賢,無黨籍,原住民族文化|文化觀光|地方文化|文化治理,主張花蓮聯合豐年節應尊重各部落與族群的文化主體性，將觀光展演與傳統祭儀清楚區分，並把資源投入部落自主文化發展與永續觀光。,文化政策不應只辦短期大型活動，而要以部落主體性、文化傳承、青年留鄉與永續觀光為核心。,檢視聯合豐年節的文化定位、辦理模式與名稱。||將嘉年華清楚定位為觀光展演，避免混淆不同族群祭儀。||支持部落自主發展文化旅遊與深度體驗。||將資源投入部落文化傳承、青年留鄉與地方觀光永續。,主張讓文化與資源回到部落，建立以部落主體性為核心的文化治理。,2026-07-20,豐年節舉牌遭警帶走 魏嘉賢籲檢討活動定位、尊重原民主體性,https://tw.news.yahoo.com/news/%E8%B1%90%E5%B9%B4%E7%AF%80%E8%88%89%E7%89%8C%E9%81%AD%E8%AD%A6%E5%B8%B6%E8%B5%B0-%E9%AD%8F%E5%98%89%E8%B3%A2%E7%B1%B2%E6%AA%A2%E8%A8%8E%E6%B4%BB%E5%8B%95%E5%AE%9A%E4%BD%8D-%E5%B0%8A%E9%87%8D%E5%8E%9F%E6%B0%91%E4%B8%BB%E9%AB%94%E6%80%A7-025436742.html,新聞報導,2026-09-14,2026-09-14｜由審核資料轉列候選人政見；原始收錄類型為民間政策訴求，經補查確認為候選人提出的具體文化政策主張。,,,,
candidate-sheet-draft-20260916-07,新竹縣,縣市長,鄭朝方,民主進步黨,圖書館|文化設施|閱讀文化,以特色圖書館作為各鄉鎮治理與閱讀文化的公共設施政策。,以特色圖書館作為各鄉鎮治理與閱讀文化的公共設施政策。,推動特色圖書館延伸至全新竹縣。,媒體報導其提出上任後推動特色圖書館。,2026-09-16,2026/9/11｜鏡報｜務實建設翻轉鄉鎮治理 鄭朝方上任推「特色圖書館」延伸全新竹縣 - 鏡報,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBPaU5mOEkzNnZxMEx4WWtQaFp5NnI4Xy10UnNiejYxWUpBbkNKcWh4TEFMNXpjbmxiMmFQRmM3cng1bW5zcll0MVdPaVhzM0pmcVE?oc=5,新聞報導,2026-09-16,2026-09-16｜由 Google Sheet draft-20260916-07 整合稿發布。,,,,
candidate-sheet-draft-20260916-09,臺中市,縣市長,何欣純,民主進步黨,舊城活化|文化資產|城市文化,以舊城活化連結歷史城區更新與城市文化治理。,以舊城活化連結歷史城區更新與城市文化治理。,推動「舊城創新」。||活化並翻轉台中老城區。,提出舊城創新主張。,2026-09-16,2026/8/7｜LINE TODAY｜何欣純提「舊城創新」主張 盼活化翻轉老城區 | 自由電子報 - LINE TODAY,https://news.google.com/rss/articles/CBMiVkFVX3lxTFA2U2pjTlMyRHFLMnpMbGoxUnBvdUtKMko1QmZMUWhWMGRRMV9NVWFlWUpMalRISzVvclJvYkRLNnI5YjMxbWlpZ0xyMVM0UUR4T3NfbWJ3?oc=5,新聞報導,2026-09-16,2026-09-16｜由 Google Sheet draft-20260916-09 整合稿發布。,,,,
candidate-sheet-draft-20260916-10,臺中市,縣市長,江啟臣,中國國民黨,舊城活化|城市文化|新住民文化|多元文化|表演藝術|文化產業,以中西區串聯與舊城復興為基礎，並提出星光計畫、文化創投與人才孵化、巷弄文化小蜜蜂等文化政策。,以中西區串聯與舊城復興，結合國際交流、文化創投、人才孵化與社區表演，回應城市文化特色與都市發展。,推動台中舊城復興。||串聯中西區、找回城市文化特色。||推動舊城星光計畫與國際交流。||建立文化創投與人才孵化機制。||推動巷弄文化小蜜蜂，將表演帶進社區與廟口廣場。,以西區競選據點說明舊城復興藍圖。||官方政見頁將舊城活化、文化產業支持與社區表演列為文化面向。,2026-09-16,2026/8/30｜匯流新聞網｜競總落腳西區 江啟臣拋舊城復興藍圖 - 匯流新聞網,https://news.google.com/rss/articles/CBMiSkFVX3lxTFBtQlhaQnBCTFZ3bFlCVnhOV09zUFhDX1pRUEtwU0ZXZkFSWmNQSl8xMFpISk5RU1pLcXppTXBNZE5waVhjT1l2R1ln?oc=5,新聞報導,2026-09-17,2026-09-16｜由 Google Sheet draft-20260916-10 整合稿發布。||2026-09-17｜整合已審核官方政見頁：補入星光計畫、文化創投與巷弄文化小蜜蜂。,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5tb2VNYmdFSkhsejdqVl9yN2JZcHc5UTI4ZUREZmZCcUQwU1lxOURUOVk3NFlORERjcVY1WFo2aWRRN3ZzZ1cxWFdRR3liaXItVHpaV1dLZUZ4TEw5SE9NWTlQWFRDU3Zl?oc=5|https://taichungway.tw/future,,,
candidate-sheet-draft-20260916-11,臺中市,縣市長,江啟臣,中國國民黨,舊城活化|城市文化|新住民文化|多元文化,將多元文化、新住民就業與在地扎根視為城市發展資源。,將多元文化、新住民就業與在地扎根視為城市發展資源。,提出新住民四大政策。||協助新住民及其子女在台中扎根。||支持以技能／手藝創造經濟機會。,同一場新住民政策發布由多家媒體報導。,2026-09-16,2026/9/8｜中華新聞雲／中華日報｜江啟臣提新住民四大政策 讓多元文化成為青年走向世界的優勢 - 中華新聞雲／中華日報,https://news.google.com/rss/articles/CBMiUkFVX3lxTE80cVNMajVxR01JV2tjV1cwVEc0QTN4ZUdTYnVIajdtcHBTWE0tYzJaWEExdWN4VGNiS0pvXzFwb212b1UtRjhzQUQ1ZDN3eGdXSEE?oc=5,新聞報導,2026-09-16,2026-09-16｜由 Google Sheet draft-20260916-11 整合稿發布。,https://news.google.com/rss/articles/CBMiSkFVX3lxTFBVSF93SVNFcFRGYzJZWWxXVzktZzZZZ2FyVS1jZUVCcVU5WWxvYWZWRUZmbGRBbTQ2eUVsTW54WnlFc1NmNFR5eHRn?oc=5|https://news.google.com/rss/articles/CBMibkFVX3lxTFBzd3YtbFUzUHpwOUxpYmxBWUR6bWMtS1RpM0w0TDh3OFFhMVhoUWxYV2E3bUVmamNvd2h5dDZjelJvdFItT2EwbWNBT1ZmUTR1TlpPblhwcGV0aFBhX1FYZHRTemVIeElKY1RLRlNn?oc=5,,,
candidate-sheet-draft-20260916-13,彰化縣,縣市長,魏平政,中國國民黨,文化觀光|地方創生,以跨鄉鎮串聯地方飲食、旅遊與觀光品牌，推動南彰地方創生。,以跨鄉鎮串聯地方飲食、旅遊與觀光品牌，推動南彰地方創生。,串聯南彰化四鄉鎮。||打造「吃玩在南彰」觀光品牌。,在政策說明會提出南彰觀光構想。,2026-09-16,2026/8/20｜匯流新聞網｜一天連跑4場政策說明會 魏平政串聯4鄉鎮打造「吃玩在南彰」 - 匯流新聞網,https://news.google.com/rss/articles/CBMiSkFVX3lxTE1vTzc1SWdJMk5GbHVqQ0JlOWhBdHBCWFducVBYVTh0RE83ZGJhamU0MzJjdkwxamM0c2xYRXpLTkVGbHBOT0J3QWV3?oc=5,新聞報導,2026-09-16,2026-09-16｜由 Google Sheet draft-20260916-13 整合稿發布。,,,,
candidate-sheet-draft-20260916-18,臺南市,縣市長,陳亭妃,民主進步黨,文化觀光|地方創生|數位文化,以五大觀光軸與 AI 串聯 37 區，將地方資源轉化為延長停留的觀光網絡。,以五大觀光軸與 AI 串聯 37 區，將地方資源轉化為延長停留的觀光網絡。,提出五大觀光軸。||運用 AI 串聯台南 37 區。||目標讓旅客在台南多住一天。,同一場政見發布由勁報與聯合報報導。,2026-09-16,2026/9/1｜勁報｜民進黨臺南市長參選人陳亭妃發表「五大觀光軸」AI政見 串聯37區打造「值得多住一天」的臺南 - 勁報,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1lOENOeUw3c0ZxWmNiMUVSaVlUMGNteU9hOFBRT3I1RmhXS0xYcTlMTzdOLVRmMmRhbnROU3NtUjZyWUJaQi1uMkx4cENWUlozSWF4M3gxVnRVV3BZZFpaWQ?oc=5,新聞報導,2026-09-16,2026-09-16｜由 Google Sheet draft-20260916-18 整合稿發布。,https://news.google.com/rss/articles/CBMiWEFVX3lxTE43aDZhQklvTnhZTk5hSEd3ZXNNb3pXd1JxRllsNkJGZ3phbFpTNHNoNWpWS3JVQWFQOFVNSUhkMHNyWE5xREpDYWFVUDN2YnB1Y2tJQThrV0Q?oc=5,,,
candidate-sheet-draft-20260916-19,高雄市,縣市長,賴瑞隆,民主進步黨,客家文化|文化觀光,以文化與經濟並行，推動客家文化保存、客庄觀光與地方發展。,以文化與經濟並行，推動客家文化保存、客庄觀光與地方發展。,提出三項政策打造高雄客家文化城。||打造客庄觀光廊帶。,在客家後援會相關場合提出客家政策。,2026-09-16,2026/8/21｜自由時報｜台客盟挺「客家女婿」 賴瑞隆：3政策打造高雄客家文化城- 政治 - 自由時報,https://news.google.com/rss/articles/CBMiakFVX3lxTE14cDR1X3VHbEZvd2VnWnNZcEw5OWNyTVJJTzdydXNWa0hHYWpBbFkyVXZxQVdXYS13QWN0ZTZxMkQxRF9MX2ZDYUo4OE9Cb2h1WDBuN0szTjdTQnhVTzNIMVRORWQ2MGY3ZkE?oc=5,新聞報導,2026-09-16,2026-09-16｜由 Google Sheet draft-20260916-19 整合稿發布。,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9EeUQ2dG9ZOEhsY1h0c1lNTHhfdGE0ZWxCcUZzR0dLUHU5S1ZNVVBOV1JaTDh3dVQya2dKYmxpS1I2Mzd0ZnM4cVFfejdGaE93WTVDU2tSdEl0RlNFZjdJ?oc=5,,,
